id,fecha,modulo,descripcion,rol_usuario,sede
3558,7/24/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Manta
3559,9/29/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Quito
3560,3/20/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Paciente,Quito
3561,8/24/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Manta
3562,11/1/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Guayaquil
3563,5/11/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Guayaquil
3564,5/24/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Ambato
3565,4/18/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Quito
3566,9/20/2025,App Movil,El inicio de sesion con biometria falla de forma intermitente,Paciente,Manta
3567,11/19/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Guayaquil
3568,1/19/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Cuenca
3569,9/14/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Ambato
3570,1/29/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Guayaquil
3571,4/29/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil
3572,10/10/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Ambato
3573,7/11/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Ambato
3574,5/31/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Admision,Quito
3575,6/21/2025,Facturacion,Retraso de 10s al procesar el pago con tarjeta de credito,Admision,Manta
3576,10/4/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Guayaquil
3577,8/9/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Manta
3578,2/2/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Cuenca
3579,11/5/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito
3580,5/27/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito
3581,1/28/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Quito
3582,11/21/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Medico,Ambato
3583,8/19/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Quito
3584,4/14/2025,HCE,Tiempo de carga de la ficha clinica supera los 35s en horas pico,Medico,Cuenca
3585,2/25/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito
3586,7/15/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Guayaquil
3587,9/7/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca
3588,3/22/2025,Portal Citas,Tiempo de espera en el portal supera los 12s en horas pico,Admision,Quito
3589,3/14/2025,Portal Citas,Usuario no logra agendar tras 3 intentos,Admision,Ambato
3590,11/21/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Quito
3591,3/3/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Quito
3592,12/9/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Paciente,Quito
3593,4/30/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Guayaquil
3594,7/16/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito
3595,1/24/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil
3596,12/9/2025,Portal Citas,Tiempo de espera en el portal supera los 26s en horas pico,Paciente,Guayaquil
3597,4/28/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Manta
3598,6/12/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Manta
3599,12/8/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Ambato
3600,4/29/2025,Laboratorio,Retraso de 18s en la disponibilidad de resultados criticos,Enfermeria,Quito
3601,10/16/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Quito
3602,3/20/2025,HCE,Nota de evolucion tarda 25s en guardarse,Enfermeria,Manta
3603,6/29/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Paciente,Quito
3604,4/9/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca
3605,3/1/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Manta
3606,1/29/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Manta
3607,6/30/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Guayaquil
3608,4/5/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Enfermeria,Guayaquil
3609,5/9/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Guayaquil
3610,9/12/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Paciente,Quito
3611,3/20/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito
3612,2/5/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Paciente,Ambato
3613,11/1/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca
3614,11/21/2025,HCE,Tiempo de carga de la ficha clinica supera los 33s en horas pico,Enfermeria,Cuenca
3615,6/25/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Quito
3616,3/14/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Manta
3617,1/7/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Enfermeria,Quito
3618,5/14/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Enfermeria,Guayaquil
3619,6/26/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 31s,Farmacia,Quito
3620,9/3/2025,HCE,Tiempo de carga de la ficha clinica supera los 27s en horas pico,Enfermeria,Quito
3621,10/28/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Manta
3622,11/10/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 33s,Medico,Quito
3623,4/2/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil
3624,3/27/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Manta
3625,7/3/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Cuenca
3626,12/7/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito
3627,6/2/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Quito
3628,8/1/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Manta
3629,10/22/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Guayaquil
3630,2/4/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Guayaquil
3631,10/16/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Guayaquil
3632,1/11/2025,HCE,Nota de evolucion tarda 19s en guardarse,Medico,Quito
3633,10/3/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Guayaquil
3634,11/22/2025,Farmacia,Receta electronica llega incompleta desde el modulo de HCE,Farmacia,Cuenca
3635,9/1/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Guayaquil
3636,12/17/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Manta
3637,9/20/2025,HCE,Nota de evolucion tarda 11s en guardarse,Medico,Cuenca
3638,4/7/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Guayaquil
3639,3/9/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 31s,Paciente,Cuenca
3640,1/12/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil
3641,5/18/2025,HCE,Nota de evolucion tarda 31s en guardarse,Enfermeria,Quito
3642,12/7/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Medico,Manta
3643,9/19/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Ambato
3644,3/31/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil
3645,8/22/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Ambato
3646,4/22/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Guayaquil
3647,3/1/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Quito
3648,8/30/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Ambato
3649,7/31/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Guayaquil
3650,1/18/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Admision,Guayaquil
3651,3/12/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Guayaquil
3652,1/16/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Manta
3653,12/17/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Guayaquil
3654,12/2/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Manta
3655,2/7/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Manta
3656,7/1/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Ambato
3657,11/9/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Guayaquil
3658,11/15/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Cuenca
3659,1/26/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Quito
3660,7/18/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito
3661,12/14/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Quito
3662,8/6/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito
3663,2/14/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Cuenca
3664,10/2/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito
3665,8/20/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Manta
3666,7/13/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Medico,Quito
3667,12/14/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Manta
3668,5/28/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Quito
3669,6/29/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Ambato
3670,12/6/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Guayaquil
3671,6/5/2025,App Movil,El boton de teleconsulta no redirige correctamente a la videollamada,Paciente,Ambato
3672,4/22/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Quito
3673,6/3/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Quito
3674,7/6/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Medico,Ambato
3675,9/3/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 13s,Enfermeria,Cuenca
3676,7/12/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Enfermeria,Quito
3677,4/22/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Guayaquil
3678,6/23/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito
3679,2/4/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Quito
3680,7/20/2025,Portal Citas,Tiempo de espera en el portal supera los 19s en horas pico,Paciente,Guayaquil
3681,9/16/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Quito
3682,10/26/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Ambato
3683,6/10/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Guayaquil
3684,11/28/2025,Reportes Gerenciales,El dashboard de indicadores no refleja los datos del ultimo cierre,Gerencia,Quito
3685,12/16/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Cuenca
3686,2/1/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Guayaquil
3687,5/11/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Cuenca
3688,12/12/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Guayaquil
3689,8/25/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Cuenca
3690,6/26/2025,Telemedicina,Receta electronica no se genera al finalizar la teleconsulta,Paciente,Guayaquil
3691,7/14/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 25s,Enfermeria,Quito
3692,1/12/2025,HCE,Signos vitales registrados por enfermeria no aparecen en la HCE del medico,Enfermeria,Ambato
3693,7/5/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Guayaquil
3694,3/20/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Quito
3695,9/14/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Paciente,Ambato
3696,7/30/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Quito
3697,4/3/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Medico,Quito
3698,4/5/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Cuenca
3699,1/22/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Admision,Guayaquil
3700,4/2/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Admision,Guayaquil
3701,7/13/2025,Facturacion,Reintento de transaccion genera doble cobro en la tarjeta,Paciente,Cuenca
3702,9/26/2025,Portal Citas,Filtro de especialidad medica no devuelve resultados,Admision,Guayaquil
3703,11/10/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Quito
3704,6/14/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Ambato
3705,5/31/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Cuenca
3706,2/5/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Ambato
3707,4/9/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Quito
3708,8/27/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Medico,Manta
3709,1/29/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Medico,Guayaquil
3710,5/10/2025,Portal Citas,Usuario no logra agendar tras 4 intentos,Admision,Quito
3711,8/17/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 30s,Paciente,Ambato
3712,8/4/2025,Telemedicina,Notificacion de inicio de teleconsulta llega con retraso de 10s,Medico,Quito
3713,5/14/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Cuenca
3714,4/5/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil
3715,1/16/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Quito
3716,3/1/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Quito
3717,12/11/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Guayaquil
3718,2/25/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Manta
3719,11/21/2025,Imagenologia,Las imagenes de rayos X no cargan en el visor DICOM,Enfermeria,Quito
3720,4/17/2025,Facturacion,Factura generada con el nombre del paciente incorrecto,Admision,Quito
3721,11/16/2025,Facturacion,Error de calculo en el copago del seguro medico,Paciente,Guayaquil
3722,4/6/2025,Telemedicina,Audio desincronizado durante la teleconsulta,Paciente,Manta
3723,11/1/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito
3724,12/13/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Guayaquil
3725,3/8/2025,HCE,El campo de diagnostico CIE-10 no permite busqueda por texto,Medico,Guayaquil
3726,4/5/2025,Portal Citas,Tiempo de espera en el portal supera los 28s en horas pico,Paciente,Quito
3727,1/19/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato
3728,9/28/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil
3729,12/16/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Guayaquil
3730,3/4/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Guayaquil
3731,6/30/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Guayaquil
3732,10/26/2025,HCE,Tiempo de carga de la ficha clinica supera los 20s en horas pico,Medico,Quito
3733,3/14/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Medico,Quito
3734,9/26/2025,Portal Citas,Sesion expira antes de finalizar el proceso de agendamiento,Admision,Quito
3735,10/9/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Admision,Quito
3736,10/24/2025,Laboratorio,Retraso de 16s en la disponibilidad de resultados criticos,Medico,Manta
3737,7/26/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Guayaquil
3738,8/25/2025,Facturacion,El sistema no permite anular una factura emitida por error,Admision,Manta
3739,1/26/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Medico,Ambato
3740,2/14/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito
3741,5/28/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Ambato
3742,3/10/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Cuenca
3743,9/29/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Quito
3744,7/17/2025,Laboratorio,Resultado de examen de laboratorio no se sincroniza con la HCE,Medico,Quito
3745,12/2/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Quito
3746,3/27/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Admision,Quito
3747,8/8/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Admision,Guayaquil
3748,3/31/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Quito
3749,5/1/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Ambato
3750,5/16/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Admision,Cuenca
3751,11/28/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito
3752,4/10/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Paciente,Guayaquil
3753,10/25/2025,Portal Citas,Tiempo de espera en el portal supera los 13s en horas pico,Paciente,Quito
3754,10/28/2025,Portal Citas,Cita agendada no aparece reflejada en el calendario del especialista,Admision,Ambato
3755,9/10/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Ambato
3756,10/31/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Manta
3757,12/19/2025,Portal Citas,"Formulario confuso, abandono de registro antes de completar la cita",Paciente,Guayaquil
3758,5/6/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Medico,Cuenca
3759,11/23/2025,Telemedicina,Calidad de video muy baja pese a tener buena conexion a internet,Medico,Guayaquil
3760,9/19/2025,HCE,Nota de evolucion tarda 18s en guardarse,Enfermeria,Guayaquil
3761,1/26/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Medico,Guayaquil
3762,9/12/2025,Farmacia,Duplicidad de codigos entre dos presentaciones distintas de un mismo farmaco,Farmacia,Cuenca
3763,3/5/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Manta
3764,4/7/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 27s,Enfermeria,Manta
3765,4/2/2025,HCE,Perdida de la nota de evolucion tras un cierre inesperado de sesion,Enfermeria,Guayaquil
3766,4/30/2025,Farmacia,Tiempo de respuesta del modulo de farmacia supera los 21s,Enfermeria,Manta
3767,4/21/2025,Portal Citas,Doble reserva de un mismo cupo por dos pacientes distintos,Paciente,Quito
3768,10/10/2025,Facturacion,El modulo de facturacion se cae durante el cierre de caja,Paciente,Guayaquil
3769,9/14/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Enfermeria,Quito
3770,8/25/2025,Laboratorio,El sistema no permite adjuntar el reporte en PDF del laboratorio externo,Enfermeria,Quito
3771,6/14/2025,Facturacion,Factura electronica no llega al correo registrado del paciente,Paciente,Quito
3772,4/11/2025,App Movil,Consumo elevado de datos moviles al abrir el modulo de citas,Paciente,Quito
3773,6/1/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Paciente,Quito
3774,2/23/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Admision,Cuenca
3775,12/8/2025,Portal Citas,Notificacion de recordatorio de cita llega con la fecha incorrecta,Paciente,Quito
3776,1/10/2025,Facturacion,Nota de credito no se aplica al saldo pendiente del paciente,Admision,Ambato
3777,4/18/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Manta
3778,10/13/2025,Farmacia,El sistema no descuenta automaticamente el medicamento dispensado,Farmacia,Guayaquil
3779,6/18/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Enfermeria,Quito
3780,9/3/2025,Facturacion,El sistema no reconoce el convenio con la aseguradora,Paciente,Guayaquil
3781,5/26/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Paciente,Ambato
3782,8/7/2025,Imagenologia,El informe radiologico no se adjunta automaticamente a la HCE,Enfermeria,Guayaquil
3783,3/18/2025,Telemedicina,Videollamada se corta a los 3 minutos,Medico,Guayaquil
3784,11/7/2025,Telemedicina,El medico no puede compartir pantalla con resultados de examenes,Medico,Quito
3785,4/15/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Quito
3786,11/19/2025,HCE,El sistema se congela al adjuntar resultados de laboratorio a la HCE,Medico,Manta
3787,6/11/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Quito
3788,8/13/2025,Portal Citas,Tiempo de espera en el portal supera los 27s en horas pico,Admision,Quito
3789,5/17/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil
3790,3/4/2025,App Movil,Version desactualizada del app impide iniciar sesion,Paciente,Ambato
3791,1/7/2025,Portal Citas,El pago del bono de consulta no se refleja tras completarlo,Paciente,Guayaquil
3792,2/7/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Enfermeria,Cuenca
3793,7/13/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito
3794,4/12/2025,HCE,Orden medica no se sincroniza con el modulo de farmacia,Medico,Quito
3795,1/14/2025,Telemedicina,El chat de la consulta no permite enviar imagenes,Paciente,Manta
3796,5/31/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Quito
3797,10/3/2025,Farmacia,Inventario del sistema no coincide con el stock fisico del insumo,Farmacia,Cuenca
3798,5/26/2025,Laboratorio,Orden de laboratorio duplicada tras reintentar el envio,Medico,Guayaquil
3799,12/5/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Medico,Ambato
3800,7/22/2025,Portal Citas,Tiempo de espera en el portal supera los 23s en horas pico,Admision,Quito
3801,7/25/2025,Facturacion,Factura duplicada al reintentar pago,Paciente,Cuenca
3802,2/18/2025,Imagenologia,Perdida de calidad en las imagenes al ser visualizadas desde la app,Enfermeria,Cuenca
3803,3/7/2025,Portal Citas,El sistema no envia la confirmacion por correo electronico,Admision,Guayaquil
3804,5/24/2025,HCE,Firma electronica del medico no se valida al cerrar la consulta,Enfermeria,Ambato
3805,9/24/2025,Farmacia,Alerta de vencimiento de lote no se muestra en el modulo,Farmacia,Quito
3806,1/13/2025,HCE,Datos de otro paciente visibles brevemente al abrir un expediente,Medico,Ambato
3807,5/12/2025,App Movil,La aplicacion se cierra inesperadamente al abrir resultados de laboratorio,Paciente,Cuenca
3808,10/23/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 30s,Enfermeria,Cuenca
3809,6/21/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Ambato
3810,10/9/2025,Farmacia,Error al registrar la dispensacion de un medicamento controlado,Farmacia,Ambato
3811,12/15/2025,HCE,Receta electronica se genera con la dosis incorrecta tras guardar,Medico,Ambato
3812,5/27/2025,Telemedicina,Paciente no puede unirse a la sala virtual a la hora agendada,Paciente,Manta
3813,6/8/2025,HCE,Tiempo de carga de la ficha clinica supera los 30s en horas pico,Medico,Cuenca
3814,1/7/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Enfermeria,Cuenca
3815,7/12/2025,HCE,Alerta de interaccion medicamentosa no se despliega correctamente,Enfermeria,Guayaquil
3816,3/20/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Quito
3817,4/20/2025,HCE,Tiempo de carga de la ficha clinica supera los 22s en horas pico,Medico,Cuenca
3818,3/19/2025,App Movil,Resultados de examenes no se visualizan en formato PDF,Paciente,Cuenca
3819,5/12/2025,HCE,Historial de alergias no carga al abrir la ficha del paciente,Medico,Guayaquil
3820,8/4/2025,Reportes Gerenciales,El reporte de ocupacion hospitalaria no se actualiza automaticamente,Gerencia,Ambato
3821,6/8/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Paciente,Quito
3822,8/23/2025,HCE,El sistema no permite adjuntar imagenes de heridas desde la tablet,Medico,Quito
3823,7/21/2025,Telemedicina,Grabacion de la consulta no se almacena correctamente,Paciente,Guayaquil
3824,6/23/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Admision,Quito
3825,5/1/2025,Imagenologia,Tiempo de carga de estudios de imagen supera los 17s,Enfermeria,Guayaquil
3826,6/13/2025,Portal Citas,El portal muestra disponibilidad para un horario ya ocupado,Admision,Quito
3827,12/18/2025,Laboratorio,Retraso de 20s en la disponibilidad de resultados criticos,Medico,Ambato
3828,5/5/2025,Telemedicina,La sesion se cierra automaticamente antes de terminar la consulta,Paciente,Cuenca
3829,11/27/2025,Reportes Gerenciales,Exportacion a Excel del reporte gerencial falla de forma intermitente,Gerencia,Cuenca
3830,1/25/2025,Facturacion,Factura duplicada al reintentar pago,Admision,Manta
3831,9/9/2025,Facturacion,Reembolso aprobado no se refleja en el estado de cuenta,Admision,Guayaquil
3832,1/27/2025,Farmacia,El sistema bloquea la dispensacion sin mostrar el motivo,Farmacia,Quito
3833,9/14/2025,Portal Citas,Cancelacion de cita no libera el cupo en el calendario,Paciente,Guayaquil
3834,9/27/2025,Portal Citas,Error al reagendar una cita previamente confirmada,Paciente,Quito
3835,6/16/2025,Portal Citas,Boton de confirmar cita no responde en dispositivos moviles,Admision,Guayaquil
3836,11/2/2025,Facturacion,Discrepancia entre el monto facturado y el detalle de servicios,Paciente,Quito
3837,12/6/2025,HCE,Consulta anterior no se muestra en el resumen de antecedentes,Medico,Manta
3838,2/24/2025,Laboratorio,Codigo de barras de la muestra no es reconocido por el lector,Medico,Guayaquil
3839,3/2/2025,HCE,Duplicado de historia clinica al registrar un paciente ya existente,Enfermeria,Quito
